,car_name,company,year,kms_driven,fuel_type,Price
5363,Honda Brio EX MT,Honda,2013,50000,Petrol,300000.0
5364,Maruti Ritz LXI,Maruti,2011,132000,Petrol,160000.0
5365,Maruti SX4 Vxi BSIII,Maruti,2008,80000,Petrol,175000.0
5366,Mahindra Bolero Neo N10,Mahindra,2021,30000,Diesel,1019999.0
5367,Maruti Swift RS VDI,Maruti,2014,100000,Diesel,400000.0
5368,Hyundai Grand i10 1.2,Hyundai,2019,15000,Petrol,535000.0
5369,Hyundai Santro Xing GL,Hyundai,2015,120000,Petrol,220000.0
5370,Maruti Ertiga VDI,Maruti,2013,120000,Diesel,400000.0
5371,Tata Nano Lx,Tata,2011,50000,Petrol,
5372,Honda Amaze SX i-VTEC,Honda,2014,70000,Petrol,440000.0
5373,Maruti Alto 800 LXI,Maruti,2016,35000,Petrol,260000.0
5374,Nissan Terrano XL Plus,Nissan,2015,70000,Diesel,500000.0
5375,Skoda Superb 1.8 TSI,Skoda,2009,80000,Petrol,250000.0
5376,Hyundai Creta 1.6 CRDi,Hyundai,2016,120000,Diesel,900000.0
5377,Hyundai Verna CRDi,Hyundai,2008,100000,Diesel,190000.0
5378,Mahindra Renault Logan 1.4,Mahindra,2008,90000,Petrol,100000.0
5379,Honda Accord 2.4 A/T,Honda,2012,100000,Petrol,509999.0
5380,Volkswagen Vento Diesel Comfortline,Volkswagen,2011,110000,Diesel,190000.0
5381,Maruti Baleno LXI -,Maruti,2006,90000,Petrol,130000.0
5382,BMW X1 sDrive 20d,BMW,2016,50000,Diesel,2100000.0
5383,Hyundai Grand i10 Magna,Hyundai,2017,90000,Petrol,355000.0
5384,Maruti Baleno LXI,Maruti,2006,90000,Petrol,130000.0
5385,Hyundai Verna 1.6 SX,Hyundai,2015,88777,Diesel,549000.0
5386,Hyundai EON Sportz,Hyundai,2012,65239,Petrol,183000.0
5387,Chevrolet Beat Diesel LS,Chevrolet,2014,88741,Diesel,152000.0
5388,Maruti Eeco 5 Seater,Maruti,2016,58017,Petrol,315000.0
5389,Maruti Ciaz VDi Plus,Maruti,2016,70076,Diesel,513999.0
5390,Maruti Alto K10 VXI,Maruti,2018,55202,Petrol,336000.0
5391,Hyundai Verna 1.6 CRDi,Hyundai,2012,99681,Diesel,344000.0
5392,Renault Duster 110PS Diesel,Renault,2013,88189,Diesel,396000.0
5393,Tata Indica Quadrajet LS,Tata,2011,273257,Diesel,
5394,Honda City i VTEC,Honda,2014,104062,Petrol,509000.0
5395,Mahindra XUV500 W8 2WD,Mahindra,2014,103448,Diesel,581000.0
5396,Chevrolet Spark 1.0 LS,Chevrolet,2013,73672,Petrol,134000.0
5397,Maruti Eeco 5 Seater,Maruti,2017,93009,Petrol,315000.0
5398,Renault Kiger RXT,Renault,2021,13244,Petrol,749000.0
5399,Maruti Swift Dzire VDi,Maruti,2010,128999,Diesel,233000.0
5400,Hyundai i10 Magna 1.1,Hyundai,2010,75722,Petrol,165000.0
5401,Honda Jazz VX CVT,Honda,2018,94834,Petrol,623000.0
5402,Mahindra XUV500 AT W10,Mahindra,2017,93453,Diesel,991000.0
5403,Honda City i-VTEC VX,Honda,2018,26352,Petrol,921000.0
5404,Volkswagen Vento 1.5 TDI,Volkswagen,2016,80746,Diesel,492000.0
5405,Nissan Magnite XL,Nissan,2021,5973,Petrol,527000.0
5406,Volkswagen Vento Diesel Highline,Volkswagen,2011,118137,Diesel,227000.0
5407,Toyota Etios G,Toyota,2011,85560,Petrol,268000.0
5408,Ford Figo 1.5P Titanium,Ford,2016,69693,Petrol,411000.0
5409,Hyundai Creta 1.6 CRDi,Hyundai,2016,91879,Diesel,814000.0
5410,Hyundai i20 Sportz Petrol,Hyundai,2010,125403,Petrol,202000.0
5411,Honda City i VTEC,Honda,2016,71434,Petrol,638000.0
5412,Tata Tiago 1.2 Revotron,Tata,2016,52328,Petrol,352000.0
5413,Honda Amaze S i-Dtech,Honda,2014,65027,Diesel,371000.0
5414,Tata Altroz XE Diesel,Tata,2022,4553,Diesel,707000.0
5415,Hyundai Grand i10 Sportz,Hyundai,2015,50185,Petrol,385000.0
5416,Hyundai i20 Petrol CVT,Hyundai,2018,48953,Petrol,682000.0
5417,Honda City 1.5 S,Honda,2011,161875,Petrol,326000.0
5418,Hyundai Creta 1.6 CRDi,Hyundai,2016,101585,Diesel,828999.0
5419,Mahindra Scorpio S5,Mahindra,2020,27924,Diesel,1236000.0
5420,Volkswagen Polo Diesel Comfortline,Volkswagen,2013,77863,Diesel,279000.0
5421,Skoda Rapid 1.6 TDI,Skoda,2012,140141,Diesel,275000.0
5422,Honda City 1.5 S,Honda,2009,116442,Petrol,289000.0
5423,Hyundai i20 Magna 1.2,Hyundai,2015,46329,Petrol,430999.0
5424,Skoda Rapid 1.5 TDI,Skoda,2015,97702,Diesel,434999.0
5425,Hyundai i20 Sportz 1.4,Hyundai,2015,84533,Diesel,388000.0
5426,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2018,115372,Diesel,4097999.0
5427,Volkswagen Vento 1.5 TDI,Volkswagen,2016,79715,Diesel,551000.0
5428,Maruti Alto 800 LXI,Maruti,2014,269930,Petrol,146000.0
5429,Hyundai i10 Magna,Hyundai,2013,84561,Petrol,256999.0
5430,Maruti Swift Dzire VXI,Maruti,2015,94479,Petrol,398000.0
5431,Hyundai i20 Sportz 1.2,Hyundai,2014,65723,Petrol,371000.0
5432,Hyundai i20 1.2 Asta,Hyundai,2018,120707,Petrol,588000.0
5433,Maruti Ertiga SHVS VDI,Maruti,2016,95873,Diesel,627000.0
5434,Volkswagen Vento Diesel Highline,Volkswagen,2011,98439,Diesel,231000.0
5435,Hyundai EON Magna Optional,Hyundai,2011,80310,Petrol,160000.0
5436,Volkswagen Polo 1.2 MPI,Volkswagen,2016,23677,Petrol,454000.0
5437,Maruti Swift Dzire VDI,Maruti,2017,136782,Diesel,528000.0
5438,Hyundai Verna Transform Xi,Hyundai,2010,76491,Petrol,280000.0
5439,Maruti Ertiga SHVS ZDI,Maruti,2017,45991,Diesel,775000.0
5440,Hyundai Grand i10 1.2,Hyundai,2019,13481,Petrol,496000.0
5441,Hyundai Santro Xing GLS,Hyundai,2009,77414,Petrol,128000.0
5442,Maruti Swift Dzire VDI,Maruti,2014,48182,Diesel,420000.0
5443,Hyundai i10 Magna 1.2,Hyundai,2010,42262,Petrol,199000.0
5444,Maruti Eeco 5 Seater,Maruti,2013,126761,Petrol,193000.0
5445,Maruti Swift Dzire VXI,Maruti,2013,84080,Petrol,318000.0
5446,Hyundai i10 Sportz,Hyundai,2011,55961,Petrol,217000.0
5447,Maruti Wagon R VXI,Maruti,2020,46567,Petrol,500000.0
5448,Hyundai Xcent 1.2 CRDi,Hyundai,2018,42000,Diesel,625000.0
5449,Maruti Ciaz ZDi,Maruti,2015,79000,Diesel,611000.0
5450,Maruti Wagon R LXI,Maruti,2017,114478,Petrol,311000.0
5451,Honda WR-V i-DTEC VX,Honda,2018,104931,Diesel,713000.0
5452,Hyundai Grand i10 CRDi,Hyundai,2015,63467,Diesel,368000.0
5453,Mahindra Scorpio 1.99 S10,Mahindra,2016,75000,Diesel,1000000.0
5454,Hyundai i20 Asta Option,Hyundai,2020,30000,Petrol,819999.0
5455,Renault Duster 85PS Diesel,Renault,2014,137286,Diesel,407000.0
5456,Skoda Fabia 1.4 TDI,Skoda,2010,105768,Diesel,115999.0
5457,Hyundai i20 Sportz Plus,Hyundai,2019,48000,Petrol,675000.0
5458,Volkswagen Vento 1.5 TDI,Volkswagen,2016,74088,Diesel,850000.0
5459,Maruti Eeco 5 Seater,Maruti,2019,38000,Petrol,535000.0
5460,Mahindra XUV500 W10 2WD,Mahindra,2015,66000,Diesel,850000.0
5461,Hyundai Grand i10 1.2,Hyundai,2018,52000,Diesel,495000.0
5462,Ford Aspire Titanium Plus,Ford,2015,54000,Diesel,450000.0
5463,Hyundai Grand i10 CRDi,Hyundai,2016,54000,Diesel,450000.0
5464,Volkswagen Vento 1.5 TDI,Volkswagen,2017,55000,Diesel,875000.0
5465,Volkswagen Vento Diesel Highline,Volkswagen,2014,68000,Diesel,495000.0
5466,Ford Ecosport 1.5 Petrol,Ford,2018,26339,Petrol,573000.0
5467,Ford Ecosport Sports Diesel,Ford,2021,50044,Diesel,1093000.0
5468,Maruti Eeco 5 Seater,Maruti,2016,99569,Petrol,256000.0
5469,Hyundai i20 Sportz Petrol,Hyundai,2010,77537,Petrol,240000.0
5470,Maruti Wagon R LXI,Maruti,2013,55026,Petrol,239000.0
5471,Renault Pulse RxL,Renault,2014,73081,Diesel,299000.0
5472,Honda Accord 2.4 AT,Honda,2010,123149,Petrol,305000.0
5473,Maruti Swift Dzire VDI,Maruti,2015,81759,Diesel,469000.0
5474,Maruti Swift LXI BSIV,Maruti,2015,58766,Petrol,364000.0
5475,Maruti Swift Dzire VXI,Maruti,2014,74886,Petrol,361000.0
5476,Chevrolet Spark 1.0 LT,Chevrolet,2008,74008,Petrol,
5477,Maruti Wagon R VXI,Maruti,2022,3809,Petrol,640000.0
5478,Toyota Innova 2.5 GX,Toyota,2015,137000,Diesel,825000.0
5479,Maruti Zen Estilo 1.1,Maruti,2009,104817,Petrol,105000.0
5480,Maruti Alto 800 LXI,Maruti,2020,10666,Petrol,345000.0
5481,Maruti Swift VDI,Maruti,2013,74124,Diesel,380000.0
5482,Mahindra Marazzo M8,Mahindra,2018,92167,Diesel,897000.0
5483,Honda Brio 1.2 S,Honda,2017,32111,Petrol,411000.0
5484,Hyundai i10 Sportz,Hyundai,2010,111986,Petrol,185000.0
5485,Maruti Ritz VXI,Maruti,2010,89451,Petrol,185000.0
5486,Hyundai Xcent 1.1 CRDi,Hyundai,2014,82990,Diesel,365000.0
5487,Maruti Ciaz ZXi,Maruti,2014,88621,Petrol,511000.0
5488,Tata New Safari XZA,Tata,2022,13690,Diesel,2023000.0
5489,Honda Amaze S Petrol,Honda,2020,15712,Petrol,662000.0
5490,Maruti Vitara Brezza ZDi,Maruti,2017,72500,Diesel,790000.0
5491,Mahindra XUV300 W8 Option,Mahindra,2019,82000,Diesel,1025000.0
5492,Renault Koleos 4X4 MT,Renault,2016,120000,Diesel,620000.0
5493,Honda City EXi,Honda,2008,120000,Petrol,290000.0
5494,Hyundai i20 Asta Option,Hyundai,2017,65000,Diesel,690000.0
5495,BMW X1 sDrive20d Expedition,BMW,2020,18000,Diesel,3200000.0
5496,Volkswagen Tiguan 2.0 TDI,Volkswagen,2018,56500,Diesel,2100000.0
5497,Tata Tiago 1.05 Revotorq,Tata,2017,80381,Diesel,365000.0
5498,Maruti Eeco 5 Seater,Maruti,2014,78220,Petrol,242000.0
5499,Hyundai i20 Magna Plus,Hyundai,2019,91412,Diesel,646000.0
5500,Maruti XL6 Alpha,Maruti,2019,97295,Petrol,793000.0
5501,Honda Mobilio S i-DTEC,Honda,2016,58300,Diesel,590000.0
5502,Maruti Swift Dzire VXI,Maruti,2017,68031,Petrol,526000.0
5503,Skoda Rapid 1.6 TDI,Skoda,2012,94405,Diesel,276000.0
5504,Renault Duster 85PS Diesel,Renault,2017,58200,Diesel,675000.0
5505,Tata Tigor 1.05 Revotorq,Tata,2018,58000,Diesel,525000.0
5506,Mahindra KUV 100 NXT,Mahindra,2018,62000,Diesel,465000.0
5507,Mahindra Alturas G4 4X4,Mahindra,2020,99000,Diesel,2525000.0
5508,Renault KWID 1.0 RXT,Renault,2018,32875,Petrol,344000.0
5509,Renault KWID RXT,Renault,2016,31951,Petrol,264000.0
5510,Toyota Fortuner 4x2 Manual,Toyota,2014,74300,Diesel,1521000.0
5511,Skoda Rapid 1.5 TDI,Skoda,2016,91100,Diesel,690000.0
5512,Tata Nexon 1.2 Revotron,Tata,2018,15601,Petrol,651000.0
5513,Volkswagen Polo 1.5 TDI,Volkswagen,2015,64300,Diesel,495000.0
5514,Honda City i VTEC,Honda,2016,89772,Petrol,750000.0
5515,Mahindra KUV 100 mFALCON,Mahindra,2017,66078,Diesel,384000.0
5516,Hyundai i20 Asta 1.2,Hyundai,2014,75317,Petrol,434999.0
5517,Skoda Fabia 1.2 MPI,Skoda,2011,73263,Petrol,178000.0
5518,Honda City i DTEC,Honda,2014,121816,Diesel,445000.0
5519,Volkswagen Tiguan 2.0 TDI,Volkswagen,2017,104000,Diesel,2225000.0
5520,Maruti Alto 800 LXI,Maruti,2016,45877,Petrol,227000.0
5521,Maruti Swift VXI,Maruti,2018,38922,Petrol,494000.0
5522,Hyundai EON Era Plus,Hyundai,2015,51612,Petrol,243000.0
5523,Volkswagen Vento 1.5 TDI,Volkswagen,2015,101695,Diesel,472000.0
5524,Hyundai Santa Fe 2WD,Hyundai,2015,94786,Diesel,1052000.0
5525,Maruti Swift VDI BSIV,Maruti,2011,230510,Diesel,214000.0
5526,Nissan Magnite XV Premium,Nissan,2021,10905,Petrol,849000.0
5527,Renault Scala Diesel RxL,Renault,2014,71336,Diesel,297000.0
5528,Maruti Swift VXI,Maruti,2021,6356,Petrol,582000.0
5529,Maruti Wagon R LXI,Maruti,2014,77065,Petrol,272000.0
5530,Hyundai i10 Sportz 1.2,Hyundai,2009,54885,Petrol,184000.0
5531,Hyundai Grand i10 1.2,Hyundai,2018,82621,Diesel,429000.0
5532,Hyundai Creta 1.6 CRDi,Hyundai,2019,46095,Diesel,1109000.0
5533,Honda Brio S MT,Honda,2015,45162,Petrol,322000.0
5534,Tata Tiago 1.2 Revotron,Tata,2018,26680,Petrol,424000.0
5535,Maruti Swift Vdi BSIII,Maruti,2009,150112,Diesel,152000.0
5536,Hyundai Grand i10 1.2,Hyundai,2019,58386,Petrol,509999.0
5537,Maruti Swift Dzire VXI,Maruti,2012,75963,Petrol,286000.0
5538,Hyundai Creta 1.6 SX,Hyundai,2019,25099,Petrol,1263000.0
5539,Maruti Celerio VXI,Maruti,2015,42101,Petrol,310000.0
5540,Tata Harrier XZ Dual,Tata,2021,23129,Diesel,1089000.0
5541,Honda Amaze VX i-DTEC,Honda,2015,62000,Diesel,475000.0
5542,Maruti Swift Dzire VXI,Maruti,2015,67715,Petrol,420000.0
5543,Maruti Wagon R VXI,Maruti,2002,59726,Petrol,100000.0
5544,Toyota Innova 2.5 GX,Toyota,2015,168292,Diesel,760000.0
5545,Mahindra KUV 100 NXT,Mahindra,2018,84825,Petrol,330000.0
5546,Skoda Superb LK 2.0,Skoda,2017,140785,Diesel,1755000.0
5547,Maruti Wagon R VXI,Maruti,2012,28037,Petrol,216000.0
5548,Maruti Swift VDI,Maruti,2012,80789,Diesel,286000.0
5549,Hyundai Creta S,Hyundai,2020,16968,Petrol,1290000.0
5550,Maruti Swift Dzire AMT,Maruti,2016,23338,Diesel,594000.0
5551,Ford Ecosport 1.5 DV5,Ford,2013,88993,Diesel,413999.0
5552,Renault KWID 1.0 RXT,Renault,2018,58342,Petrol,375000.0
5553,Hyundai Verna CRDi 1.6,Hyundai,2018,57000,Diesel,980000.0
5554,Tata Harrier XZ,Tata,2019,66000,Diesel,1390000.0
5555,Maruti Celerio VXI AT,Maruti,2014,58213,Petrol,375000.0
5556,Honda City 1.5 V,Honda,2009,129760,Petrol,276000.0
5557,Honda City i-DTEC ZX,Honda,2018,48100,Diesel,1025000.0
5558,Tata Tiago 1.2 Revotron,Tata,2016,48554,Petrol,384000.0
5559,Hyundai Creta 1.6 CRDi,Hyundai,2017,19787,Diesel,1058000.0
5560,Hyundai Grand i10 Sportz,Hyundai,2017,39910,Petrol,449000.0
5561,Chevrolet Spark 1.0 LT,Chevrolet,2009,63342,Petrol,
5562,Hyundai i10 Era,Hyundai,2011,89000,Petrol,290000.0
5563,Hyundai i20 Magna 1.4,Hyundai,2013,89201,Diesel,340000.0
5564,Honda Mobilio S i-DTEC,Honda,2015,130151,Diesel,423000.0
5565,Skoda Octavia Elegance 2.0,Skoda,2013,179308,Diesel,578000.0
5566,Tata Hexa XT,Tata,2018,58000,Diesel,1050000.0
5567,Maruti Ciaz Alpha Automatic,Maruti,2019,24311,Petrol,902999.0
5568,Toyota Etios Liva G,Toyota,2014,81899,Petrol,336000.0
5569,Maruti Vitara Brezza VDi,Maruti,2017,45795,Diesel,668000.0
5570,Skoda New Laura Ambiente,Skoda,2013,95884,Diesel,341000.0
5571,Maruti Swift 1.3 VXi,Maruti,2008,89657,Petrol,147000.0
5572,Hyundai Accent GLE,Hyundai,2010,116416,Petrol,135000.0
5573,Renault Duster 85PS Diesel,Renault,2012,90198,Diesel,314000.0
5574,Mahindra XUV500 W6 2WD,Mahindra,2016,73230,Diesel,773000.0
5575,Hyundai EON Era,Hyundai,2011,134279,Petrol,138000.0
5576,Maruti Ciaz ZDi Plus,Maruti,2015,64933,Diesel,588000.0
5577,Maruti Ciaz VDi Plus,Maruti,2016,81114,Diesel,505999.0
5578,Honda Jazz 1.2 VX,Honda,2016,60923,Petrol,444000.0
5579,Hyundai i20 Magna,Hyundai,2010,92573,Petrol,220000.0
5580,Honda Mobilio V i-DTEC,Honda,2015,65281,Diesel,455999.0
5581,Toyota Innova 2.5 VX,Toyota,2015,138448,Diesel,857000.0
5582,Jeep Compass 2.0 Limited,Jeep,2018,86513,Diesel,1258000.0
5583,MG Hector Plus Sharp,MG,2020,18697,Petrol,1657000.0
5584,Honda Brio S MT,Honda,2016,71735,Petrol,368000.0
5585,Maruti Vitara Brezza VDi,Maruti,2016,72316,Diesel,595000.0
5586,Hyundai Verna 1.6 CRDi,Hyundai,2016,87770,Diesel,625000.0
5587,Hyundai i20 Magna Plus,Hyundai,2019,25890,Petrol,568000.0
5588,Volkswagen Vento Petrol Comfortline,Volkswagen,2013,81426,Petrol,320000.0
5589,Hyundai Grand i10 CRDi,Hyundai,2014,107868,Diesel,309000.0
5590,Renault KWID 1.0 RXT,Renault,2018,23434,Petrol,340000.0
5591,Maruti Baleno 1.2 Zeta,Maruti,2017,21099,Petrol,558000.0
5592,Toyota Innova 2.5 G,Toyota,2010,196320,Diesel,372000.0
5593,Tata Indica Aura 1.3,Tata,2009,51650,Diesel,141000.0
5594,Volkswagen Vento 1.6 Highline,Volkswagen,2016,44091,Petrol,620000.0
5595,Hyundai Creta 1.6 VTVT,Hyundai,2017,33231,Petrol,916000.0
5596,Tata Altroz XM plus,Tata,2021,7027,Petrol,675000.0
5597,Renault Triber RXL,Renault,2021,5570,Petrol,687000.0
5598,Hyundai Creta 1.6 CRDi,Hyundai,2016,72500,Diesel,940000.0
5599,Maruti Swift VDI,Maruti,2012,114638,Diesel,286000.0
5600,Toyota Etios GD SP,Toyota,2013,72200,Diesel,350000.0
5601,Jeep Compass 2.0 Longitude,Jeep,2018,61300,Diesel,1190000.0
5602,Maruti Ertiga VDI,Maruti,2013,245456,Diesel,413000.0
5603,Maruti Ciaz Delta,Maruti,2019,52200,Petrol,849000.0
5604,Maruti Ciaz ZDi Plus,Maruti,2015,75000,Diesel,590000.0
5605,Chevrolet Beat Diesel LT,Chevrolet,2011,68669,Diesel,160000.0
5606,Maruti Celerio ZXI,Maruti,2019,57313,Petrol,450000.0
5607,Maruti Ciaz VXi Plus,Maruti,2015,549999,Petrol,550000.0
5608,Volkswagen Polo 1.2 MPI,Volkswagen,2016,46328,Petrol,500000.0
5609,Honda City 1.5 S,Honda,2011,57407,Petrol,375000.0
5610,Datsun RediGO 1.0 S,Datsun,2017,87537,Petrol,225000.0
5611,Maruti Swift Dzire VXI,Maruti,2013,80176,Petrol,434999.0
5612,Maruti Swift Dzire VDI,Maruti,2017,62600,Diesel,665000.0
5613,Hyundai Santro Xing GL,Hyundai,2013,66737,Petrol,211000.0
5614,Toyota Innova 2.5 V,Toyota,2011,124400,Diesel,550000.0
5615,Hyundai i10 Sportz 1.2,Hyundai,2010,57480,Petrol,191000.0
5616,BMW 3 Series 320d,BMW,2015,99000,Diesel,1350000.0
5617,Renault KWID RXL,Renault,2018,47000,Petrol,275000.0
5618,Maruti Baleno 1.3 Sigma,Maruti,2018,35000,Diesel,550000.0
5619,Mercedes-Benz C-Class C 220,Mercedes-Benz,2013,58000,Diesel,975000.0
5620,Honda City S,Honda,2012,48000,Petrol,400000.0
5621,Honda Amaze VX AT,Honda,2014,45000,Petrol,475000.0
5622,Hyundai EON D Lite,Hyundai,2012,60000,Petrol,190000.0
5623,Hyundai i20 Magna Optional,Hyundai,2014,23000,Petrol,465000.0
5624,Hyundai Grand i10 1.2,Hyundai,2019,45000,Petrol,459999.0
5625,Hyundai i10 Magna 1.1L,Hyundai,2014,45000,Petrol,325000.0
5626,Maruti Ertiga VDI,Maruti,2013,58000,Diesel,525000.0
5627,Hyundai i20 1.2 Spotz,Hyundai,2018,48000,Petrol,625000.0
5628,BMW 2 Series 220i,BMW,2021,18000,Petrol,4000000.0
5629,Skoda Kushaq 1.0 TSI,Skoda,2022,16000,Petrol,1675000.0
5630,Honda WR-V i-VTEC VX,Honda,2019,17000,Petrol,900000.0
5631,Lexus NX 300h,Lexus,2018,111000,Petrol,4200000.0
5632,Mercedes-Benz M-Class ML 250,Mercedes-Benz,2015,38000,Diesel,2850000.0
5633,Honda Amaze V Petrol,Honda,2017,36500,Petrol,600000.0
5634,Maruti Wagon R VXI,Maruti,2016,80000,Petrol,300000.0
5635,Chevrolet Cruze LTZ,Chevrolet,2012,60000,Diesel,350000.0
5636,Ford Fiesta 1.6 SXi,Ford,2006,110000,Petrol,
5637,Maruti Wagon R LXI,Maruti,2009,40000,Petrol,130000.0
5638,Maruti Ciaz VDi Plus,Maruti,2016,100000,Diesel,520000.0
5639,Nissan Kicks XV D,Nissan,2020,20000,Diesel,1160000.0
5640,Chevrolet Spark 1.0 LS,Chevrolet,2009,90000,Petrol,
5641,Maruti S-Presso VXI Plus,Maruti,2020,60000,Petrol,370000.0
5642,Maruti Swift Dzire VDI,Maruti,2015,100000,Diesel,575000.0
5643,Volkswagen Polo Diesel Highline,Volkswagen,2013,100000,Diesel,235000.0
5644,Maruti Alto 800 LXI,Maruti,2013,80000,Petrol,180000.0
5645,Hyundai Verna SX Opt,Hyundai,2021,32000,Diesel,1550000.0
5646,Maruti 800 AC,Maruti,2006,76000,Petrol,
5647,Renault Duster 110PS Diesel,Renault,2014,165000,Diesel,420000.0
5648,Maruti Swift Dzire VXI,Maruti,2015,40000,Petrol,450000.0
5649,Tata Nano Lx BSIV,Tata,2012,100000,Petrol,
5650,Hyundai Creta 1.6 Gamma,Hyundai,2015,83775,Petrol,727000.0
5651,Maruti Celerio VXI AT,Maruti,2017,6860,Petrol,398000.0
5652,Renault Lodgy Stepway 110PS,Renault,2015,122759,Diesel,455999.0
5653,Volkswagen Polo Petrol Highline,Volkswagen,2010,39818,Petrol,276000.0
5654,Maruti Wagon R LXI,Maruti,2010,47635,Petrol,168000.0
5655,Renault Duster 110PS Diesel,Renault,2013,128383,Diesel,357000.0
5656,Tata Hexa XE,Tata,2017,294967,Diesel,622000.0
5657,Skoda Octavia 1.8 TSI,Skoda,2018,23377,Petrol,1967000.0
5658,Hyundai i10 Era 1.1,Hyundai,2008,56691,Petrol,156000.0
5659,Toyota Innova 2.5 V,Toyota,2011,144256,Diesel,508000.0
5660,Honda City i VTEC,Honda,2014,78688,Petrol,529000.0
5661,Skoda Kushaq 1.0 TSI,Skoda,2022,8267,Petrol,1502000.0
5662,Hyundai Grand i10 CRDi,Hyundai,2016,86857,Diesel,394000.0
5663,Hyundai Verna 1.6 CRDi,Hyundai,2016,110613,Diesel,560000.0
5664,Porsche Cayenne Diesel Platinum,Porsche,2014,88277,Diesel,2671000.0
5665,Maruti Baleno 1.3 Zeta,Maruti,2015,91498,Diesel,536000.0
5666,Tata Indica Terra 1.4,Tata,2011,40493,Diesel,150000.0
5667,Mahindra TUV 300 Plus,Mahindra,2018,112299,Diesel,399000.0
5668,Ford Ecosport 1.5 Petrol,Ford,2020,11988,Petrol,886000.0
5669,Datsun GO T BSIV,Datsun,2015,71913,Petrol,217000.0
5670,Maruti Swift Dzire VXI,Maruti,2016,92720,Petrol,438999.0
5671,Volkswagen Polo 1.2 MPI,Volkswagen,2014,94167,Petrol,368000.0
5672,Hyundai Grand i10 1.2,Hyundai,2018,35708,Petrol,470000.0
5673,Renault Duster 110PS Diesel,Renault,2013,123420,Diesel,357000.0
5674,Kia Seltos HTX Plus,Kia,2020,50135,Diesel,994999.0
5675,Hyundai i10 Era,Hyundai,2011,85876,Petrol,195000.0
5676,Hyundai Xcent 1.2 Kappa,Hyundai,2017,8620,Petrol,515000.0
5677,Maruti Eeco 5 Seater,Maruti,2016,56321,Petrol,315000.0
5678,Maruti Swift Dzire VDI,Maruti,2014,160648,Diesel,381000.0
5679,Hyundai Grand i10 Magna,Hyundai,2014,50726,Petrol,323000.0
5680,Mahindra XUV500 W8 2WD,Mahindra,2013,127046,Diesel,491000.0
5681,Maruti Ertiga VXI,Maruti,2015,82158,Petrol,441000.0
5682,Isuzu MU-X 2WD,Isuzu,2018,64000,Diesel,1711000.0
5683,Hyundai Grand i10 CRDi,Hyundai,2016,171065,Diesel,342000.0
5684,Hyundai i10 Magna 1.1,Hyundai,2010,46400,Petrol,209000.0
5685,Maruti Celerio ZXI AT,Maruti,2015,38156,Petrol,363000.0
5686,Maruti Wagon R VXI,Maruti,2015,49915,Petrol,319000.0
5687,Chevrolet Beat LT,Chevrolet,2015,10768,Petrol,273000.0
5688,Maruti Wagon R LXI,Maruti,2014,69843,Petrol,261000.0
5689,Maruti Baleno 1.2 Delta,Maruti,2017,59176,Petrol,508000.0
5690,Hyundai Verna 1.6 SX,Hyundai,2011,46962,Diesel,369000.0
5691,Honda Amaze VX i-Vtech,Honda,2013,125380,Petrol,326000.0
5692,Mahindra TUV 300 T8,Mahindra,2016,57616,Diesel,553000.0
5693,Maruti Swift Dzire AMT,Maruti,2018,126686,Petrol,566000.0
5694,Toyota Corolla Altis VL,Toyota,2014,125981,Petrol,759000.0
5695,Hyundai i20 Sportz Petrol,Hyundai,2010,26786,Petrol,252000.0
5696,Maruti Ciaz Sigma,Maruti,2020,35135,Petrol,772000.0
5697,Honda City i VTEC,Honda,2015,99163,Petrol,648000.0
5698,Maruti Baleno 1.2 Delta,Maruti,2017,48832,Petrol,508000.0
5699,Hyundai EON Era Plus,Hyundai,2016,38678,Petrol,256000.0
5700,Maruti Swift Dzire ZXI,Maruti,2022,5427,Petrol,791000.0
5701,Toyota Etios Liva G,Toyota,2011,67357,Petrol,235000.0
5702,Hyundai i20 Magna,Hyundai,2010,81951,Petrol,220000.0
5703,Mahindra Marazzo M4,Mahindra,2018,117512,Diesel,746000.0
5704,Chevrolet Beat PS,Chevrolet,2013,113652,Petrol,156000.0
5705,Maruti Swift Dzire VXi,Maruti,2010,141719,Petrol,184000.0
5706,Hyundai i10 Magna,Hyundai,2012,71708,Petrol,246000.0
5707,Nissan Micra XV,Nissan,2010,45000,Petrol,275000.0
5708,Maruti Wagon R VXI,Maruti,2014,60252,Petrol,288000.0
5709,Hyundai Xcent 1.2 Kappa,Hyundai,2015,40687,Petrol,421000.0
5710,Toyota Corolla Altis 1.8,Toyota,2013,25075,Petrol,612000.0
5711,Maruti Vitara Brezza VDi,Maruti,2017,109863,Diesel,631000.0
5712,Hyundai Grand i10 1.2,Hyundai,2018,74334,Petrol,454000.0
5713,Volkswagen Polo Petrol Trendline,Volkswagen,2012,52186,Petrol,275000.0
5714,Maruti Alto K10 LXI,Maruti,2010,49977,Petrol,138000.0
5715,BMW X3 xDrive20d,BMW,2012,91000,Diesel,1750000.0
5716,Maruti Ciaz VDi Plus,Maruti,2016,124860,Diesel,544000.0
5717,Maruti Ciaz 1.4 S,Maruti,2017,42681,Petrol,647000.0
5718,Maruti Celerio X ZXI,Maruti,2019,22532,Petrol,446000.0
5719,Toyota Etios GD SP,Toyota,2012,212367,Diesel,273000.0
